fecha,muestra,calidad,z_score,score_compuesto,anomalia_if,anomalia_lof,anomalia_svm,anomalia_z3,anomalia_mad,anomalia_spike,anomalia_ewma,anomalia_alto_valor,num_metodos,anomalia_final
2025-06-16T16:46:00Z,0.0,1,-0.11348473785353551,0.5641904931572325,0,0,0,0,0,0,0,0,0,0
2025-06-16T16:51:00Z,0.0,1,-0.11348473785353551,0.5641904931572325,0,0,0,0,0,0,0,0,0,0
2025-06-16T16:56:00Z,0.0,1,-0.11348473785353551,0.5641904931572325,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:01:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:06:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:11:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:16:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:21:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:26:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:31:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:36:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:41:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T17:46:00Z,0.0,1,-0.11348473785353551,0.5703642163958262,0,0,0,0,0,0,0,0,0,0
2025-06-16T18:01:00Z,0.0,1,-0.11348473785353551,0.5689986728782924,0,0,0,0,0,0,0,0,0,0
2025-06-16T18:06:00Z,0.0,1,-0.11348473785353551,0.5689986728782924,0,0,0,0,0,0,0,0,0,0
2025-06-16T18:21:00Z,0.0,1,-0.11348473785353551,0.5689986728782924,0,0,0,0,0,0,0,0,0,0
2025-06-16T18:26:00Z,0.0,1,-0.11348473785353551,0.5689986728782924,0,0,0,0,0,0,0,0,0,0
2025-06-16T18:31:00Z,0.0,1,-0.11348473785353551,0.5689986728782924,0,0,0,0,0,0,0,0,0,0
2025-06-16T18:36:00Z,1.016,1,3.1035289264207613,0.4139799911372899,0,0,0,1,0,0,1,0,2,1
2025-06-16T18:41:00Z,0.254,1,0.6907686782150387,0.4110263559577289,0,0,0,0,0,0,0,0,0,0
2025-06-16T18:46:00Z,0.0,1,-0.11348473785353551,0.44172712038395073,0,0,0,0,0,0,0,0,0,0
2025-06-16T18:51:00Z,1.016,1,3.1035289264207613,0.38911752638819513,0,0,0,1,0,0,0,0,1,0
2025-06-16T18:56:00Z,1.016,1,3.1035289264207613,0.3880614385741115,0,0,0,1,0,0,0,0,1,0
2025-06-16T19:01:00Z,0.254,1,0.6907686782150387,0.39171268789491726,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:06:00Z,0.254,1,0.6907686782150387,0.37256709814307265,1,0,0,0,0,0,0,0,1,0
2025-06-16T19:11:00Z,0.0,1,-0.11348473785353551,0.3881485478626286,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:16:00Z,0.0,1,-0.11348473785353551,0.40961121014403773,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:21:00Z,0.254,1,0.6907686782150387,0.3762150034633907,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:26:00Z,0.0,1,-0.11348473785353551,0.37988029733713996,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:31:00Z,0.0,1,-0.11348473785353551,0.40489714286940104,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:36:00Z,0.0,1,-0.11348473785353551,0.4113327224914846,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:41:00Z,1.016,1,3.1035289264207613,0.387751932413481,0,0,0,1,0,0,0,0,1,0
2025-06-16T19:42:00Z,0.254,1,0.6907686782150387,0.37439901912506035,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:45:00Z,0.254,1,0.6907686782150387,0.4038004790734982,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:47:00Z,0.0,1,-0.11348473785353551,0.3930034312171465,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:50:00Z,0.762,1,2.2992755103521874,0.3897297455525954,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:51:00Z,0.0,1,-0.11348473785353551,0.39176279056125035,0,0,0,0,0,0,0,0,0,0
2025-06-16T19:56:00Z,0.254,1,0.6907686782150387,0.38770882160653014,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:00:00Z,0.254,1,0.6907686782150387,0.3909270435044087,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:01:00Z,0.0,1,-0.11348473785353551,0.40882087483349117,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:06:00Z,0.0,1,-0.11348473785353551,0.4235449618220862,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:11:00Z,0.254,1,0.6907686782150387,0.3915448427241259,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:15:00Z,0.0,1,-0.11348473785353551,0.41037389589916917,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:17:00Z,0.0,1,-0.11348473785353551,0.42178596912941163,0,0,1,0,0,0,0,0,1,0
2025-06-16T20:20:00Z,0.0,1,-0.11348473785353551,0.42139791793299824,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:22:00Z,0.0,1,-0.11348473785353551,0.45034374823351175,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:26:00Z,0.0,1,-0.11348473785353551,0.4527856513031588,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:31:00Z,0.0,1,-0.11348473785353551,0.4577096680827899,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:36:00Z,0.0,1,-0.11348473785353551,0.4746150154625452,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:41:00Z,0.254,1,0.6907686782150387,0.44770304097950175,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:45:00Z,0.0,1,-0.11348473785353551,0.46360045768106756,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:46:00Z,0.0,1,-0.11348473785353551,0.4931339178227174,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:51:00Z,0.254,1,0.6907686782150387,0.43423914880591113,0,0,0,0,0,0,0,0,0,0
2025-06-16T20:56:00Z,0.0,1,-0.11348473785353551,0.46360045768106756,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:01:00Z,0.0,1,-0.11348473785353551,0.4957455419312522,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:06:00Z,0.0,1,-0.11348473785353551,0.46013917158693435,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:11:00Z,0.0,1,-0.11348473785353551,0.4957455419312522,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:16:00Z,0.0,1,-0.11348473785353551,0.4957455419312522,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:17:00Z,0.0,1,-0.11348473785353551,0.47798018059628095,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:21:00Z,0.254,1,0.6907686782150387,0.45078912413103467,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:26:00Z,0.0,1,-0.11348473785353551,0.449311145746549,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:31:00Z,0.0,1,-0.11348473785353551,0.495296664414518,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:36:00Z,0.0,1,-0.11348473785353551,0.47703510831749374,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:41:00Z,0.0,1,-0.11348473785353551,0.4957455419312522,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:46:00Z,0.0,1,-0.11348473785353551,0.505828972865518,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:51:00Z,0.0,1,-0.11348473785353551,0.4901390446625716,0,0,0,0,0,0,0,0,0,0
2025-06-16T21:56:00Z,0.0,1,-0.11348473785353551,0.5084153564486473,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:01:00Z,0.0,1,-0.11348473785353551,0.5088401551226726,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:06:00Z,0.0,1,-0.11348473785353551,0.5088401551226726,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:11:00Z,0.0,1,-0.11348473785353551,0.5088401551226726,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:16:00Z,0.0,1,-0.11348473785353551,0.5088401551226726,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:21:00Z,0.0,1,-0.11348473785353551,0.5584494738023754,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:26:00Z,0.0,1,-0.11348473785353551,0.5665476440791289,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:31:00Z,0.0,1,-0.11348473785353551,0.5665476440791289,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:36:00Z,0.0,1,-0.11348473785353551,0.5665476440791289,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:41:00Z,0.0,1,-0.11348473785353551,0.5665476440791289,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:46:00Z,0.0,1,-0.11348473785353551,0.5665476440791289,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:51:00Z,0.0,1,-0.11348473785353551,0.5665476440791289,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:56:00Z,0.0,1,-0.11348473785353551,0.5665476440791289,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:01:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:06:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:11:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:16:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:21:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:26:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:31:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:36:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:41:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:46:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:51:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:56:00Z,0.0,1,-0.11348473785353551,0.5667682485100739,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:01:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:06:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:11:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:16:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:21:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:26:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:31:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:36:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:41:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:46:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:51:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T00:56:00Z,0.0,1,-0.11348473785353551,0.5904633857599895,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:01:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:06:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:11:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:16:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:21:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:26:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:31:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:36:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:41:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:46:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:51:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T01:56:00Z,0.0,1,-0.11348473785353551,0.5909465192206614,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:01:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:06:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:11:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:16:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:21:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:26:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:31:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:36:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:41:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:46:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:51:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T02:56:00Z,0.0,1,-0.11348473785353551,0.591317523181393,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:01:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:06:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:11:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:16:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:21:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:26:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:31:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:36:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:41:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T03:46:00Z,0.0,1,-0.11348473785353551,0.5917562157527773,0,0,0,0,0,0,0,0,0,0
2025-06-17T07:26:00Z,0.0,1,-0.11348473785353551,0.5914093257887324,0,0,0,0,0,0,0,0,0,0
2025-06-17T07:31:00Z,0.0,1,-0.11348473785353551,0.5914093257887324,0,0,0,0,0,0,0,0,0,0
2025-06-17T07:36:00Z,0.0,1,-0.11348473785353551,0.5914093257887324,0,0,0,0,0,0,0,0,0,0
2025-06-17T07:41:00Z,0.0,1,-0.11348473785353551,0.5914093257887324,0,0,0,0,0,0,0,0,0,0
